Function,Argument,Utterance
matplotlib.collections.RegularPolyCollection.to_rgba,x,"There is one special case , for handling images that are already rgb or rgba , such as might have been read from an image file .|||Return a normalized rgba array corresponding to x .|||In the normal case , x is a 1-D or 2-D sequence of scalars , and the corresponding ndarray of rgba values will be returned , based on the norm and colormap set for this ScalarMappable .|||Note : this method assumes the input is well-behaved ; it does not check for anomalies such as x being a masked rgba array , or being an integer type other than uint8 , or being a floating point rgba array with values outside the 0-1 range .|||There is one special case , for handling images that are already rgb or rgba , such as might have been read from an image file . If x is an ndarray with 3 dimensions , and the last dimension is either 3 or 4 , then it will be treated as an rgb or rgba array , and no mapping will be done . If the last dimension is 3 , the alpha kwarg ( defaulting to 1 ) will be used to fill in the transparency . If the last dimension is 4 , the alpha kwarg is ignored ; it does not replace the pre-existing alpha . A ValueError will be raised if the third dimension is other than 3 or 4 ."
matplotlib.collections.RegularPolyCollection.update,prop,Update the properties of this Artist from the dictionary prop .
matplotlib.collections.StarPolygonCollection.add_callback,id,Returns an id that is useful for removing the callback with remove_callback ( ) later .
matplotlib.collections.StarPolygonCollection.convert_xunits,x,"For artists in an axes , if the xaxis has units support , convert x using xaxis unit type"
matplotlib.collections.StarPolygonCollection.convert_yunits,y,"For artists in an axes , if the yaxis has units support , convert y using yaxis unit type"
matplotlib.collections.StarPolygonCollection.findobj,include_self,"If include_self is True ( default ) , include self in the list to be checked for a match ."
matplotlib.collections.StarPolygonCollection.findobj,match,match can be
matplotlib.collections.StarPolygonCollection.format_cursor_data,cursor data,Return cursor data string formatted .
matplotlib.collections.StarPolygonCollection.get_offset_position,offset_position,"Returns how offsets are applied for the collection .|||Returns how offsets are applied for the collection . If offset_position is ' screen ' , the offset is applied after the master transform has been applied , that is , the offsets are in screen coordinates . If offset_position is ' data ' , the offset is applied before the master transform , i.e. , the offsets are in data coordinates ."
matplotlib.collections.StarPolygonCollection.have_units,x,Return True if units are set on the x or y axes
matplotlib.collections.StarPolygonCollection.have_units,y,Return True if units are set on the x or y axes
matplotlib.collections.StarPolygonCollection.hitlist,event,List the children of the artist which contain the mouse event event .
matplotlib.collections.StarPolygonCollection.pick,mouseevent,each child artist will fire a pick event if mouseevent is over the artist and the artist has picker set
matplotlib.collections.StarPolygonCollection.remove,autolim,Note : relim ( ) will not see collections even if the collection was added to axes with autolim = True .
matplotlib.collections.StarPolygonCollection.remove_callback,id,Remove a callback based on its id .
matplotlib.collections.StarPolygonCollection.set_alpha,alpha,Set the alpha tranparencies of the collection . alpha must be a float or None .|||Set the alpha tranparencies of the collection .
matplotlib.collections.StarPolygonCollection.set_array,A,Set the image array from numpy array A
matplotlib.collections.StarPolygonCollection.set_clim,vmin,"set the norm limits for image scaling ; if vmin is a length2 sequence , interpret it as ( vmin , vmax ) which is used to support setp"
matplotlib.collections.StarPolygonCollection.set_contains,hit,"If the mouse event is over the artist , return hit = True and props is a dictionary of properties you want returned with the contains test .|||If the mouse event is over the artist , return hit = True"
matplotlib.collections.StarPolygonCollection.set_contains,props,"If the mouse event is over the artist , return hit = True and props is a dictionary of properties you want returned with the contains test .|||If the mouse event is over the artist , return hit = True"
matplotlib.collections.StarPolygonCollection.set_edgecolor,c,"Set the edgecolor(s ) of the collection . c can be a matplotlib color spec ( all patches have same color ) , or a sequence of specs ; if it is a sequence the patches will cycle through the sequence .|||Set the edgecolor(s ) of the collection .|||If c is ' face ' , the edge color will always be the same as the face color .|||If c is ' face ' , the edge color will always be the same as the face color . If it is ' none ' , the patch boundary will not be drawn ."
matplotlib.collections.StarPolygonCollection.set_facecolor,c,"Set the facecolor(s ) of the collection . c can be a matplotlib color spec ( all patches have same color ) , or a sequence of specs ; if it is a sequence the patches will cycle through the sequence .|||If c is ' none ' , the patch will not be filled .|||Set the facecolor(s ) of the collection ."
matplotlib.collections.StarPolygonCollection.set_hatch,hatch,hatch can be one of :
matplotlib.collections.StarPolygonCollection.set_label,s,Set the label to s for auto legend .
matplotlib.collections.StarPolygonCollection.set_linestyle,ls,The line style .
matplotlib.collections.StarPolygonCollection.set_linewidth,lw,Set the linewidth(s ) for the collection .|||Set the linewidth(s ) for the collection . lw can be a scalar or a sequence ; if it is a sequence the patches will cycle through the sequence
matplotlib.collections.StarPolygonCollection.set_offset_position,offset_position,"Set how offsets are applied . If offset_position is ' screen ' ( default ) the offset is applied after the master transform has been applied , that is , the offsets are in screen coordinates . If offset_position is ' data ' , the offset is applied before the master transform , i.e. , the offsets are in data coordinates .|||Set how offsets are applied ."
matplotlib.collections.StarPolygonCollection.set_offsets,offsets,Set the offsets for the collection . offsets can be a scalar or a sequence .|||Set the offsets for the collection .
matplotlib.collections.StarPolygonCollection.set_picker,picker,picker can be one of the following :
matplotlib.collections.StarPolygonCollection.set_sizes,dpi,The dpi of the canvas . Defaults to 72.0 .|||The dpi of the canvas .
matplotlib.collections.StarPolygonCollection.set_sizes,sizes,The size to set for each element of the collection . The value is the ' area ' of the element .|||The size to set for each element of the collection .
matplotlib.collections.StarPolygonCollection.set_sketch_params,length,"The length of the wiggle along the line , in pixels ( default 128.0 )"
matplotlib.collections.StarPolygonCollection.set_sketch_params,randomness,The scale factor by which the length is shrunken or expanded ( default 16.0 )
