elem_id,name,full_name,type,parent_id,rtype,count,utter,utter_expand
mpl.lines.Line2D.get_dash_capstyle,get_dash_capstyle,matplotlib.lines.Line2D.get_dash_capstyle,func,mpl.lines.Line2D,,0,get the cap style for dashed linestyles,get the cap style for dashed linestyles
plt.thetagrids@markevery,markevery,matplotlib.pyplot.thetagrids@markevery,arg,plt.thetagrids,,0,set the markevery property to subsample the plot when using markers .,set the markevery property to subsample the plot when using markers .
mpl.collections.AsteriskPolygonCollection.set_dashes,set_dashes,matplotlib.collections.AsteriskPolygonCollection.set_dashes,func,mpl.collections.AsteriskPolygonCollection,,0,alias for set_linestyle,alias for set_linestyle
mpl.collections.BrokenBarHCollection.set_figure,set_figure,matplotlib.collections.BrokenBarHCollection.set_figure,func,mpl.collections.BrokenBarHCollection,,0,set the figure instance the artist belongs to .,set the figure instance the artist belongs to .
mpl.collections.RegularPolyCollection.set_contains@hit,hit,matplotlib.collections.RegularPolyCollection.set_contains@hit,arg,mpl.collections.RegularPolyCollection.set_contains,,0,"if the mouse event is over the artist , return hit = true and props","if the mouse event is over the artist , return hit = true and props is a dictionary of properties you want returned with the contains test ."
ax.pcolor@size_inches,size_inches,matplotlib.axes.Axes.pcolor@size_inches,arg,ax.pcolor,,0,set the figure size in inches ( 1in = = 2.54cm ),set the figure size in inches ( 1in = = 2.54cm )
plt.gcf.__class__.__module__,__module__,matplotlib.pyplot.gcf.__class__.__module__,func,plt.gcf.__class__,,10,,
plt.scatter@offsets,offsets,matplotlib.pyplot.scatter@offsets,arg,plt.scatter,,0,set the offsets for the collection .,set the offsets for the collection .
plt.gca.get_title.set_color,set_color,matplotlib.axes.Axes.get_title.set_color,func,plt.gca.get_title,,1,,
ax.csd@ymargin,ymargin,matplotlib.axes.Axes.csd@ymargin,arg,ax.csd,,0,set padding of y data limits prior to autoscaling .,set padding of y data limits prior to autoscaling .
plt.gca.bar3d,bar3d,matplotlib.axes.Axes.bar3d,func,plt.gca,,61,,
mpl.collections.PolyCollection.set_hatch,set_hatch,matplotlib.collections.PolyCollection.set_hatch,func,mpl.collections.PolyCollection,,0,set the hatching pattern,set the hatching pattern
mpl.axis.Axis.pan,pan,matplotlib.axis.Axis.pan,func,mpl.axis.Axis,,0,pan numsteps ( can be positive or negative ),pan numsteps ( can be positive or negative )
mpl.mathtext.MathtextBackend.render_rect_filled,render_rect_filled,matplotlib.mathtext.MathtextBackend.render_rect_filled,func,mpl.mathtext.MathtextBackend,,0,"draw a filled black rectangle from ( x1 , y1 ) to ( x2 ,","draw a filled black rectangle from ( x1 , y1 ) to ( x2 , y2 ) ."
plt.matshow@shape,shape,matplotlib.pyplot.matshow@shape,arg,plt.matshow,,0,for raw buffer images,for raw buffer images
plt.axhline@ylabel,ylabel,matplotlib.pyplot.axhline@ylabel,arg,plt.axhline,,0,set the label for the yaxis,set the label for the yaxis
plt.get_current_fig_manager.canvas.switch_backends@0,0,matplotlib.pyplot.get_current_fig_manager.canvas.switch_backends@0,arg,plt.get_current_fig_manager.canvas.switch_backends,,14,,
plt.gca.add_artist.grid,grid,matplotlib.axes.Axes.add_artist.grid,func,plt.gca.add_artist,,3,,
mpl.artist.Artist.pickable,pickable,matplotlib.artist.Artist.pickable,func,mpl.artist.Artist,,0,return true if artist is pickable .,return true if artist is pickable .
plt.gca.get_yaxis.set_minor_locator,set_minor_locator,matplotlib.axes.Axes.get_yaxis.set_minor_locator,func,plt.gca.get_yaxis,,10,,
plt.contour.collections.get_paths.iter_segments,iter_segments,matplotlib.pyplot.contour.collections.get_paths.iter_segments,func,plt.contour.collections.get_paths,,5,,
mpl.collections.CircleCollection.set_clip_box,set_clip_box,matplotlib.collections.CircleCollection.set_clip_box,func,mpl.collections.CircleCollection,,0,set the artist 's clip bbox .,set the artist 's clip bbox .
plt.gcf.__class__.__new__._vertices,_vertices,matplotlib.pyplot.gcf.__class__.__new__._vertices,func,plt.gcf.__class__.__new__,,4,,
plt.gca.add_wmts@0,0,matplotlib.axes.Axes.add_wmts@0,arg,plt.gca.add_wmts,,2,,
plt.gca.add_wmts@1,1,matplotlib.axes.Axes.add_wmts@1,arg,plt.gca.add_wmts,,2,,
mpl.figure.Figure.text@wrap,wrap,matplotlib.figure.Figure.text@wrap,arg,mpl.figure.Figure.text,,0,sets the wrapping state for the text .,sets the wrapping state for the text .
mpl.cbook.RingBuffer.append,append,matplotlib.cbook.RingBuffer.append,func,mpl.cbook.RingBuffer,,0,append an element at the end of the buffer,append an element at the end of the buffer
mpl.mlab.window_none,window_none,matplotlib.mlab.window_none,func,mpl.mlab,,0,no window function ; simply return x.,no window function ; simply return x.
mpl.artist.ArtistInspector.get_aliases@alias,alias,matplotlib.artist.ArtistInspector.get_aliases@alias,arg,mpl.artist.ArtistInspector.get_aliases,,0,get a dict mapping fullname - > alias for each alias in the artistinspector .,get a dict mapping fullname - > alias for each alias in the artistinspector .
plt.twinx.figure.canvas.draw,draw,matplotlib.pyplot.twinx.figure.canvas.draw,func,plt.twinx.figure.canvas,,2,,
mpl.collections.AsteriskPolygonCollection.set_linewidths,set_linewidths,matplotlib.collections.AsteriskPolygonCollection.set_linewidths,func,mpl.collections.AsteriskPolygonCollection,,0,alias for set_linewidth,alias for set_linewidth
plt.axes.legend,legend,matplotlib.pyplot.axes.legend,func,plt.axes,,1,,
plt.gca.ravel._position.bounds@color,color,matplotlib.axes.Axes.ravel._position.bounds@color,arg,plt.gca.ravel._position.bounds,,1,,
plt.figure.add_subplot@rotation,rotation,matplotlib.pyplot.figure.add_subplot@rotation,arg,plt.figure.add_subplot,,1,,
plt.gca.get_lines.set_ydata@0,0,matplotlib.axes.Axes.get_lines.set_ydata@0,arg,plt.gca.get_lines.set_ydata,,10,,
plt.gca.imshow@cmap,cmap,matplotlib.pyplot.imshow@cmap,arg,plt.gca.imshow,,1,"if none , default to rc image.cmap value .","if none , default to rc image.cmap value ."
plt.gca.add_patch.set_hatch@0,0,matplotlib.axes.Axes.add_patch.set_hatch@0,arg,plt.gca.add_patch.set_hatch,,4,,
ax.get_shared_x_axes,get_shared_x_axes,matplotlib.axes.Axes.get_shared_x_axes,func,ax,,0,return a copy of the shared axes grouper object for x axes,return a copy of the shared axes grouper object for x axes
plt.gca.patches.Arrow@width,width,matplotlib.axes.Axes.patches.Arrow@width,arg,plt.gca.patches.Arrow,,2,,
ax.angle_spectrum@position,position,matplotlib.axes.Axes.angle_spectrum@position,arg,ax.angle_spectrum,,0,set the axes position with,set the axes position with
ax.plot_date@picker,picker,matplotlib.axes.Axes.plot_date@picker,arg,ax.plot_date,,0,sets the event picker details for the line .,sets the event picker details for the line .
plt.gca.plot_surface@vmin,vmin,matplotlib.axes.Axes.plot_surface@vmin,arg,plt.gca.plot_surface,,15,,
plt.figure._cachedRenderer.new_gc._dashes,_dashes,matplotlib.pyplot.figure._cachedRenderer.new_gc._dashes,func,plt.figure._cachedRenderer.new_gc,,1,,
mpl.figure.Figure.add_axes@readonly,readonly,matplotlib.figure.Figure.add_axes@readonly,arg,mpl.figure.Figure.add_axes,,0,makes the path behave in an immutable way and sets the vertices and codes as,makes the path behave in an immutable way and sets the vertices and codes as read-only arrays .
ax.psd@markerfacecoloralt,markerfacecoloralt,matplotlib.axes.Axes.psd@markerfacecoloralt,arg,ax.psd,,0,set the alternate marker face color .,set the alternate marker face color .
plt.gca.ravel.ravel.legend,legend,matplotlib.axes.Axes.ravel.ravel.legend,func,plt.gca.ravel.ravel,,1,,
plt.gca.get_position@original,original,matplotlib.axes.Axes.get_position@original,arg,plt.gca.get_position,,1,,
mpl.collections.BrokenBarHCollection.add_callback@id,id,matplotlib.collections.BrokenBarHCollection.add_callback@id,arg,mpl.collections.BrokenBarHCollection.add_callback,,0,returns an id that is useful for removing the callback with remove_callback ( ) later,returns an id that is useful for removing the callback with remove_callback ( ) later .
plt.figure.legend@0,0,matplotlib.pyplot.legend@0,arg,plt.figure.legend,,1,,
ax.set_picker@picker,picker,matplotlib.axes.Axes.set_picker@picker,arg,ax.set_picker,,0,picker can be one of the following :,picker can be one of the following :
mpl.backend_bases.ToolContainerBase.add_toolitem@name,name,matplotlib.backend_bases.ToolContainerBase.add_toolitem@name,arg,mpl.backend_bases.ToolContainerBase.add_toolitem,,0,"name of the tool to add , this gets used as the tool 's id","name of the tool to add , this gets used as the tool 's id and as the default label of the buttons"
plt.legend.draggable,draggable,matplotlib.legend.Legend.draggable,func,plt.legend,,17,set the draggable state - - if state is,set the draggable state - - if state is
plt.scatter.get_offsets.clip@2,2,matplotlib.pyplot.scatter.get_offsets.clip@2,arg,plt.scatter.get_offsets.clip,,5,,
plt.scatter.get_offsets.clip@1,1,matplotlib.pyplot.scatter.get_offsets.clip@1,arg,plt.scatter.get_offsets.clip,,5,,
plt.text.set_fontsize@0,0,matplotlib.pyplot.text.set_fontsize@0,arg,plt.text.set_fontsize,,2,,
mpl.lines.Line2D.is_dashed,is_dashed,matplotlib.lines.Line2D.is_dashed,func,mpl.lines.Line2D,,0,return true if line is dashstyle,return true if line is dashstyle
mpl.offsetbox.TextArea.get_minimumdescent,get_minimumdescent,matplotlib.offsetbox.TextArea.get_minimumdescent,func,mpl.offsetbox.TextArea,,0,get minimumdescent .,get minimumdescent .
ax.errorbar@xlolims,xlolims,matplotlib.axes.Axes.errorbar@xlolims,arg,ax.errorbar,,0,these arguments can be used to indicate that a value gives only upper/lower limits .,"these arguments can be used to indicate that a value gives only upper/lower limits . in that case a caret symbol is used to indicate this . lims-arguments may be of the same type as xerr and yerr . to use limits with inverted axes , set_xlim ( ) or set_ylim ( ) must be called before errorbar ( ) ."
ax.barbs@rounding,rounding,matplotlib.axes.Axes.barbs@rounding,arg,ax.barbs,,0,a flag to indicate whether the vector magnitude should be rounded when allocating barb components,a flag to indicate whether the vector magnitude should be rounded when allocating barb components .
mpl.figure.Figure.add_subplot@hatch,hatch,matplotlib.figure.Figure.add_subplot@hatch,arg,mpl.figure.Figure.add_subplot,,0,set the hatching pattern,set the hatching pattern
plt.gca.palplot,palplot,matplotlib.axes.Axes.palplot,func,plt.gca,,4,,
ax.table@alpha,alpha,matplotlib.axes.Axes.table@alpha,arg,ax.table,,0,set the alpha value used for blending - not supported on all backends .,set the alpha value used for blending - not supported on all backends .
plt.savefig@format,format,matplotlib.pyplot.savefig@format,arg,plt.savefig,,454,one of the file extensions supported by the active backend . most backends support png,"one of the file extensions supported by the active backend . most backends support png , pdf , ps , eps and svg ."
mpl.finance.volume_overlay3@alpha,alpha,matplotlib.finance.volume_overlay3@alpha,arg,mpl.finance.volume_overlay3,,0,bar transparency,bar transparency
mpl.mlab.dist,dist,matplotlib.mlab.dist,func,mpl.mlab,,0,return the distance between two points .,return the distance between two points .
plt.gca.set@autoscale_on,autoscale_on,matplotlib.axes.Axes.set@autoscale_on,arg,plt.gca.set,,4,,
ax.quiver@sketch_params,sketch_params,matplotlib.axes.Axes.quiver@sketch_params,arg,ax.quiver,,0,sets the sketch parameters .,sets the sketch parameters .
ax.set_cursor_props@color,color,matplotlib.axes.Axes.set_cursor_props@color,arg,ax.set_cursor_props,,0,"accepts : a ( float , color ) tuple","accepts : a ( float , color ) tuple"
ax.axhline@zorder,zorder,matplotlib.axes.Axes.axhline@zorder,arg,ax.axhline,,0,set the zorder for the artist .,set the zorder for the artist .
mpl.collections.EventCollection.to_rgba@bytes,bytes,matplotlib.collections.EventCollection.to_rgba@bytes,arg,mpl.collections.EventCollection.to_rgba,,0,"in either case , if bytes is false ( default ) , the rgba array","in either case , if bytes is false ( default ) , the rgba array will be floats in the 0-1 range ; if it is true , the returned rgba array will be uint8 in the 0 to 255 range ."
mpl.mathtext.MathTextParser.parse@prop,prop,matplotlib.mathtext.MathTextParser.parse@prop,arg,mpl.mathtext.MathTextParser.parse,,0,parse the given math expression s at the given dpi . if prop is provided,"parse the given math expression s at the given dpi . if prop is provided , it is a fontproperties object specifying the "" default "" font to use in the math expression , used for all non-math text ."
plt.pcolormesh@vmin,vmin,matplotlib.pyplot.pcolormesh@vmin,arg,plt.pcolormesh,,44,vmin and vmax are used in conjunction with norm to normalize luminance data . if,"vmin and vmax are used in conjunction with norm to normalize luminance data . if either is none , it is autoscaled to the respective min or max of the color array c . if not none , vmin or vmax passed in here override any pre-existing values supplied in the norm instance ."
plt.matplotlib.pyplot.figure.add_subplot.fill_between@1,1,matplotlib.pyplot.matplotlib.pyplot.figure.add_subplot.fill_between@1,arg,plt.matplotlib.pyplot.figure.add_subplot.fill_between,,1,,
plt.fill@args,args,matplotlib.pyplot.fill@args,arg,plt.fill,,0,"plot lines and/or markers to the axes . args is a variable length argument ,","plot lines and/or markers to the axes . args is a variable length argument , allowing for multiple x , y pairs with an optional format string . for example , each of the following is legal :"
mpl.figure.Figure.add_subplot@snap,snap,matplotlib.figure.Figure.add_subplot@snap,arg,mpl.figure.Figure.add_subplot,,0,sets the snap setting which may be,sets the snap setting which may be
plt.gcf.canvas.callbacks.disconnect@0,0,matplotlib.pyplot.gcf.canvas.callbacks.disconnect@0,arg,plt.gcf.canvas.callbacks.disconnect,,1,,
plt.colorbar.ax.yaxis.label@size,size,matplotlib.pyplot.colorbar.ax.yaxis.label@size,arg,plt.colorbar.ax.yaxis.label,,2,,
mpl.collections.PatchCollection.pchanged,pchanged,matplotlib.collections.PatchCollection.pchanged,func,mpl.collections.PatchCollection,,0,"fire an event when property changed , calling all of the registered callbacks .","fire an event when property changed , calling all of the registered callbacks ."
plt.gca.bxp@showmeans,showmeans,matplotlib.axes.Axes.bxp@showmeans,arg,plt.gca.bxp,,29,"if true , will toggle one the rendering of the means","if true , will toggle one the rendering of the means"
mpl.artist.get@sketch_params,sketch_params,matplotlib.artist.get@sketch_params,arg,mpl.artist.get,,0,sets the sketch parameters .,sets the sketch parameters .
mpl.collections.StarPolygonCollection.set_clim,set_clim,matplotlib.collections.StarPolygonCollection.set_clim,func,mpl.collections.StarPolygonCollection,,0,"set the norm limits for image scaling ; if vmin is a length2 sequence ,","set the norm limits for image scaling ; if vmin is a length2 sequence , interpret it as ( vmin , vmax ) which is used to support setp"
plt.cm.Set2,Set2,matplotlib.pyplot.cm.Set2,func,plt.cm,,2,,
plt.gca.ax.plot,plot,matplotlib.axes.Axes.ax.plot,func,plt.gca.ax,,4,,
mpl.collections.PathCollection.remove_callback@id,id,matplotlib.collections.PathCollection.remove_callback@id,arg,mpl.collections.PathCollection.remove_callback,,0,remove a callback based on its id .,remove a callback based on its id .
ax.hist@x,x,matplotlib.axes.Axes.hist@x,arg,ax.hist,,0,compute and draw the histogram of x . the return value is a tuple (,"compute and draw the histogram of x . the return value is a tuple ( n , bins , patches ) or ( [ n0 , n1 , ... ] , bins , [ patches0 , patches1 , ... ] ) if the input contains multiple data ."
plt.matplotlib.patches.Rectangle@facecolor,facecolor,matplotlib.pyplot.matplotlib.patches.Rectangle@facecolor,arg,plt.matplotlib.patches.Rectangle,,1,,
plt.contour@interpolation,interpolation,matplotlib.pyplot.contour@interpolation,arg,plt.contour,,3,,
plt.plot.rstrip.strip.replace.set_ydata,set_ydata,matplotlib.pyplot.plot.rstrip.strip.replace.set_ydata,func,plt.plot.rstrip.strip.replace,,1,,
ax.barbs@figure,figure,matplotlib.axes.Axes.barbs@figure,arg,ax.barbs,,0,set the figure instance the artist belongs to .,set the figure instance the artist belongs to .
plt.colorbar.ax.yaxis.set_ticks_position,set_ticks_position,matplotlib.pyplot.colorbar.ax.yaxis.set_ticks_position,func,plt.colorbar.ax.yaxis,,7,,
